text_number,word_count,file_size,time_taken,provider,model,text
84,12,74.0625,1.8038623332977295,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
85,10,67.03125,1.3161637783050537,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
86,10,86.25,1.5639193058013916,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
87,6,49.6875,1.5443103313446045,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
88,10,83.4375,1.8251826763153076,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
89,12,82.03125,1.795166015625,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
90,9,80.15625,1.8506433963775635,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
91,6,38.90625,1.5147030353546143,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
92,10,76.875,2.0134692192077637,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
93,15,128.90625,1.685615062713623,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
94,12,61.40625,1.2425317764282227,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
95,10,57.1875,1.7282795906066895,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
96,10,111.5625,1.719299077987671,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
97,6,50.15625,1.5839588642120361,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
98,10,83.90625,2.0933837890625,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
99,12,78.28125,1.6351943016052246,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
100,9,102.65625,2.0540659427642822,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
101,6,39.84375,2.392414093017578,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
102,10,78.28125,2.064136028289795,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
103,15,131.71875,1.604921579360962,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
104,12,73.59375,2.0293161869049072,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
105,10,60.9375,1.3996009826660156,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
106,10,113.90625,1.5419178009033203,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
107,6,43.125,1.8278584480285645,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
108,10,82.96875,1.7379944324493408,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
109,12,78.75,5.004984140396118,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
110,9,93.28125,2.110032558441162,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
111,6,43.59375,1.148003101348877,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
112,10,77.34375,1.2626330852508545,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
113,15,126.09375,1.8797695636749268,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
114,12,72.65625,1.360116720199585,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
115,10,87.65625,1.591252326965332,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
116,10,97.5,1.5775330066680908,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
117,6,38.90625,1.2471895217895508,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
118,10,81.09375,1.8757953643798828,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
119,12,75.9375,1.5984859466552734,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
120,9,98.90625,1.5386402606964111,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
121,6,44.0625,1.7790205478668213,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
122,10,75.9375,1.6840062141418457,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
123,15,100.3125,1.6920888423919678,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
124,12,74.0625,2.4660608768463135,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
125,10,79.21875,2.033275604248047,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
126,10,114.375,1.8991241455078125,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
127,6,46.40625,1.3330345153808594,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
128,10,82.96875,1.3658909797668457,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
129,12,67.96875,1.712686538696289,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
130,9,97.96875,1.6119766235351562,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
131,6,44.0625,1.2592804431915283,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
132,10,68.4375,1.6336853504180908,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
133,15,127.03125,1.868332862854004,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
134,12,69.375,1.3089725971221924,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
135,10,69.84375,1.9906339645385742,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
136,10,113.4375,3.1782219409942627,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
137,6,45.9375,1.5616168975830078,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
138,10,67.5,1.319058895111084,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
139,12,73.125,2.3615729808807373,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
140,9,69.84375,1.4011080265045166,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
141,6,41.25,1.2590782642364502,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
142,10,66.5625,1.4276237487792969,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
143,15,121.875,1.6038572788238525,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
144,12,73.59375,1.1027874946594238,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
145,10,82.5,1.5999987125396729,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
146,10,112.03125,1.7122983932495117,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
147,6,47.34375,1.357731819152832,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
148,10,82.5,2.0481770038604736,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
149,12,67.96875,1.4016070365905762,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
150,9,100.78125,2.045581102371216,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
151,6,39.84375,2.161059856414795,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
152,10,78.28125,1.6702220439910889,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
153,15,120.46875,2.204392194747925,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
154,12,73.125,1.5294156074523926,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
155,10,68.4375,2.0990347862243652,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
156,10,102.65625,1.3638098239898682,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
157,6,39.84375,1.1953728199005127,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
158,10,67.5,1.4223010540008545,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
159,12,75.9375,1.8026821613311768,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
160,9,102.1875,2.811380386352539,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
161,6,43.59375,1.274207353591919,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
162,10,76.875,2.0322439670562744,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
163,15,128.4375,1.443598985671997,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
164,12,68.4375,2.268781900405884,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
165,10,85.3125,1.6732873916625977,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
166,10,101.71875,1.8735663890838623,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
167,6,49.21875,1.799715280532837,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
168,10,82.96875,2.172858715057373,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
169,12,81.5625,2.7706120014190674,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
170,9,93.28125,2.0162723064422607,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
171,6,42.1875,1.773423433303833,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
172,10,77.8125,1.5695149898529053,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
173,15,96.09375,2.0774264335632324,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
174,12,69.84375,1.6706254482269287,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
175,10,73.125,2.764270067214966,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
176,10,114.375,1.8771429061889648,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
177,6,35.625,1.7417614459991455,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
178,10,83.4375,2.1502134799957275,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
179,12,67.96875,1.3228745460510254,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
180,9,79.21875,1.7755868434906006,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
181,6,44.0625,1.361513376235962,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
182,10,64.6875,1.5228331089019775,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
183,15,130.78125,2.077720880508423,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
184,12,73.125,2.1259121894836426,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
185,10,84.375,1.7005910873413086,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
186,10,103.125,1.718503475189209,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
187,6,45.9375,1.329237699508667,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
188,10,82.03125,1.7726740837097168,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
189,12,80.625,1.4449915885925293,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
190,9,98.4375,1.6072547435760498,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
191,6,44.53125,1.9061782360076904,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
192,10,75.46875,1.385857105255127,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
193,15,129.84375,1.9027125835418701,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
194,12,71.25,1.5637612342834473,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
195,10,55.78125,1.9249467849731445,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
196,10,112.03125,1.5742924213409424,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
197,6,50.15625,1.5345103740692139,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
198,10,81.5625,2.5203232765197754,openai,tts-1,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
199,12,81.5625,1.6314618587493896,openai,tts-1,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
200,9,102.1875,2.062469005584717,openai,tts-1,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
201,6,43.125,1.2910680770874023,openai,tts-1,คุณชอบทานอาหารประเภทไหน?
202,10,77.8125,1.687412977218628,openai,tts-1,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
203,15,113.90625,1.3927733898162842,openai,tts-1,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
204,12,62.8125,1.5926201343536377,openai,tts-1,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
205,10,75.46875,2.098768949508667,openai,tts-1,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
206,10,109.6875,1.3571033477783203,openai,tts-1,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
207,6,45.46875,2.004629373550415,openai,tts-1,คุณชอบอ่านหนังสือประเภทไหน?
