Provider,Model,Filename,Transcript Text,Expected Text,Result,Number of Mismatched Words,Mismatched Words,Levenshtein Distance
amazon,transcribe,botnoi_tts_25.wav,ซัพพอร์ตให้ข้อมูลการคืนสินค้าไม่ครบถ้วน,ซัพพอร์ตให้ข้อมูลการคืนสินค้าไม่ครบถ้วน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_26.wav,ได้รับข้อมูลประกันที่ตรงกับความต้องการ,ได้รับข้อมูลประกันที่ตรงกับความต้องการ,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_27.wav,รายละเอียดประกันมีประโยชน์มาก,รายละเอียดประกันมีประโยชน์มาก,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_28.wav,อยากทราบเงื่อนไขการประกัน,อยากทราบเงื่อนไขการประกัน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_29.wav,การคืนสินค้าไม่เป็นไปตามที่ระบุ,การคืนสินค้าไม่เป็นไปตามที่ระบุ,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_30.wav,ได้รับการบริการที่ดีจากซัพพอร์ตในการคืนสินค้า,ได้รับการบริการที่ดีจากซัพพอร์ตในการคืนสินค้า,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_31.wav,อยากทราบข้อมูลเพิ่มเติมเกี่ยวกับการขนส่ง,อยากทราบข้อมูลเพิ่มเติมเกี่ยวกับการขนส่ง,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_32.wav,การประกันครอบคลุมหลายด้านดีมาก,การประกันครอบคลุมหลายด้านดีมาก,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_33.wav,การประกันไม่ได้ครอบคลุมตามที่แจ้งไว้,การประกันไม่ได้ครอบคลุมตามที่แจ้งไว้,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_34.wav,ขอรายละเอียดการขนส่งเพิ่มเติม,ขอรายละเอียดการขนส่งเพิ่มเติม,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_35.wav,ซัพพอร์ตตอบคําถามเกี่ยวกับประกันได้เร็ว,ซัพพอร์ตตอบคำถามเกี่ยวกับประกันได้เร็ว,Incorrect,1,['ซัพพอร์ตตอบคําถามเกี่ยวกับประกันได้เร็ว'],0.038961038961038974
amazon,transcribe,botnoi_tts_36.wav,การขอข้อมูลเพิ่มเติมยุ่งยากมาก,การขอข้อมูลเพิ่มเติมยุ่งยากมาก,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_37.wav,ซัพพอร์ตไม่สามารถตอบคําถามเรื่องการคืนสินค้าได้,ซัพพอร์ตไม่สามารถตอบคำถามเรื่องการคืนสินค้าได้,Incorrect,1,['ซัพพอร์ตไม่สามารถตอบคําถามเรื่องการคืนสินค้าได้'],0.032258064516129004
amazon,transcribe,botnoi_tts_38.wav,อยากทราบข้อมูลการประกันแบบละเอียด,อยากทราบข้อมูลการประกันแบบละเอียด,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_39.wav,ได้รับการคืนเงินตามที่สัญญาไว้,ได้รับการคืนเงินตามที่สัญญาไว้,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_40.wav,ซัพพอร์ตให้ข้อมูลผิดเกี่ยวกับการคืนสินค้า,ซัพพอร์ตให้ข้อมูลผิดเกี่ยวกับการคืนสินค้า,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_41.wav,การประกันครอบคลุมดีและให้บริการที่ดีอีก,การประกันครอบคลุมดีและให้บริการที่ดี,Incorrect,1,['การประกันครอบคลุมดีและให้บริการที่ดีอีก'],0.040000000000000036
amazon,transcribe,botnoi_tts_42.wav,การตอบกลับของพนักงานรวดเร็วและมีประโยชน์,การตอบกลับของพนักงานรวดเร็วและมีประโยชน์,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_43.wav,ขอข้อมูลการประกันเพิ่มเติมแต่ยังไม่ได้รับคําตอบ,ขอข้อมูลการประกันเพิ่มเติมแต่ยังไม่ได้รับคำตอบ,Incorrect,1,['ขอข้อมูลการประกันเพิ่มเติมแต่ยังไม่ได้รับคําตอบ'],0.032258064516129004
amazon,transcribe,botnoi_tts_44.wav,การขอเงินคืนทําได้ง่ายและรวดเร็ว,การขอเงินคืนทำได้ง่ายและรวดเร็ว,Incorrect,1,['การขอเงินคืนทําได้ง่ายและรวดเร็ว'],0.04761904761904767
amazon,transcribe,botnoi_tts_45.wav,ข้อมูลที่ได้รับจากซัพพอดมีประโยชน์,ข้อมูลที่ได้รับจากซัพพอร์ตมีประโยชน์,Incorrect,1,['ข้อมูลที่ได้รับจากซัพพอดมีประโยชน์'],0.05714285714285716
amazon,transcribe,botnoi_tts_46.wav,รายละเอียดการคืนสินค้ายังไม่ครบถ้วน,รายละเอียดการคืนสินค้ายังไม่ครบถ้วน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_47.wav,การขอเงินคืนทําได้ยากเกินไป,การขอเงินคืนทำได้ยากเกินไป,Incorrect,1,['การขอเงินคืนทําได้ยากเกินไป'],0.05660377358490565
amazon,transcribe,botnoi_tts_48.wav,ขั้นตอนการขอเงินคืนใช้เวลานาน,ขั้นตอนการขอเงินคืนใช้เวลานาน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_49.wav,ได้รับการช่วยเหลือที่ดีจากซับพอด,ได้รับการช่วยเหลือที่ดีจากซัพพอร์ต,Incorrect,1,['ได้รับการช่วยเหลือที่ดีจากซับพอด'],0.09090909090909094
amazon,transcribe,botnoi_tts_50.wav,การให้บริการของซัพพอร์ตไม่ดีอีก,การให้บริการของซัพพอร์ตไม่ดี,Incorrect,1,['การให้บริการของซัพพอร์ตไม่ดีอีก'],0.05084745762711862
amazon,transcribe,botnoi_tts_51.wav,พนักงานให้ข้อมูลเพิ่มเติมไม่ตรงกับที่ต้องการ,พนักงานให้ข้อมูลเพิ่มเติมไม่ตรงกับที่ต้องการ,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_52.wav,ได้รับการคืนเงินที่รวดเร็วและสะดวก,ได้รับการคืนเงินที่รวดเร็วและสะดวก,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_53.wav,ซัพพอร์ตให้คําแนะนําเกี่ยวกับการประกันที่ดีอีก,ซัพพอร์ตให้คำแนะนำเกี่ยวกับการประกันที่ดี,Incorrect,1,['ซัพพอร์ตให้คําแนะนําเกี่ยวกับการประกันที่ดีอีก'],0.10344827586206895
amazon,transcribe,botnoi_tts_54.wav,การคืนสินค้าได้รับการดูแลอย่างดี,การคืนสินค้าได้รับการดูแลอย่างดี,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_55.wav,การขอเงินคืนทําได้ง่ายและสะดวก,การขอเงินคืนทำได้ง่ายและสะดวก,Incorrect,1,['การขอเงินคืนทําได้ง่ายและสะดวก'],0.05084745762711862
amazon,transcribe,botnoi_tts_56.wav,รายละเอียดประกันที่ได้รับไม่เพียงพอ,รายละเอียดประกันที่ได้รับไม่เพียงพอ,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_57.wav,อยากทราบวิธีการคืนสินค้า,อยากทราบวิธีการคืนสินค้า,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_58.wav,การติดต่อเพื่อขอข้อมูลเพิ่มเติมทําได้ง่าย,การติดต่อเพื่อขอข้อมูลเพิ่มเติมทำได้ง่าย,Incorrect,1,['การติดต่อเพื่อขอข้อมูลเพิ่มเติมทําได้ง่าย'],0.03703703703703709
amazon,transcribe,botnoi_tts_59.wav,พนักงานให้บริการการคืนสินค้าที่มีประสิทธิภาพ,พนักงานให้บริการการคืนสินค้าที่มีประสิทธิภาพ,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_60.wav,การประกันของสินค้ายังไม่ชัดเจน,การประกันของสินค้ายังไม่ชัดเจน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_61.wav,รายละเอียดประกันทําให้ฉันตัดสินใจซื้อได้ง่ายขึ้น,รายละเอียดประกันทำให้ฉันตัดสินใจซื้อได้ง่ายขึ้น,Incorrect,1,['รายละเอียดประกันทําให้ฉันตัดสินใจซื้อได้ง่ายขึ้น'],0.03157894736842104
amazon,transcribe,botnoi_tts_62.wav,การขอข้อมูลเพิ่มเติมผ่านอีเมลล์ล่าช้า,การขอข้อมูลเพิ่มเติมผ่านอีเมลล่าช้า,Incorrect,1,['การขอข้อมูลเพิ่มเติมผ่านอีเมลล์ล่าช้า'],0.02777777777777779
amazon,transcribe,botnoi_tts_63.wav,อยากทราบข้อมูลการคืนสินค้าเพิ่มเติม,อยากทราบข้อมูลการคืนสินค้าเพิ่มเติม,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_64.wav,ได้รับการบริการคืนสินค้าที่ดีอีก,ได้รับการบริการคืนสินค้าที่ดี,Incorrect,1,['ได้รับการบริการคืนสินค้าที่ดีอีก'],0.049180327868852514
amazon,transcribe,botnoi_tts_65.wav,การประกันไม่ครอบคลุมเท่าที่ควร,การประกันไม่ครอบคลุมเท่าที่ควร,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_66.wav,ขอรายละเอียดเพิ่มเติมเกี่ยวกับวิธีการส่งคืน,ขอรายละเอียดเพิ่มเติมเกี่ยวกับวิธีการส่งคืน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_67.wav,การคืนสินค้าทําได้สะดวกและง่าย,การคืนสินค้าทำได้สะดวกและง่าย,Incorrect,1,['การคืนสินค้าทําได้สะดวกและง่าย'],0.05084745762711862
amazon,transcribe,botnoi_tts_68.wav,รายละเอียดประกันทําให้เข้าใจได้ง่าย,รายละเอียดประกันทำให้เข้าใจได้ง่าย,Incorrect,1,['รายละเอียดประกันทําให้เข้าใจได้ง่าย'],0.04347826086956519
amazon,transcribe,botnoi_tts_69.wav,ข้อมูลที่ได้รับจากการขอข้อมูลเพิ่มเติมไม่ชัดเจน,ข้อมูลที่ได้รับจากการขอข้อมูลเพิ่มเติมไม่ชัดเจน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_70.wav,การคืนสินค้าได้รับการจัดการอย่างรวดเร็ว,การคืนสินค้าได้รับการจัดการอย่างรวดเร็ว,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_71.wav,ขอข้อมูลเพิ่มเติมเกี่ยวกับการขนส่ง,ขอข้อมูลเพิ่มเติมเกี่ยวกับการขนส่ง,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_72.wav,ได้รับการบริการคืนสินค้าที่ดีมาก,ได้รับการบริการคืนสินค้าที่ดีมาก,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_73.wav,การตอบกลับจากซัพพอร์ตใช้เวลานาน,การตอบกลับจากซัพพอร์ตใช้เวลานาน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_74.wav,การให้ข้อมูลเกี่ยวกับการคืนสินค้าล่าช้า,การให้ข้อมูลเกี่ยวกับการคืนสินค้าล่าช้า,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_75.wav,รายละเอียดประกันครอบคลุมดีอีก,รายละเอียดประกันครอบคลุมดี,Incorrect,1,['รายละเอียดประกันครอบคลุมดีอีก'],0.054545454545454564
amazon,transcribe,botnoi_tts_76.wav,ข้อมูลการประกันไม่ตรงกับความต้องการ,ข้อมูลการประกันไม่ตรงกับความต้องการ,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_77.wav,การประกันสินค้ามีประโยชน์มาก,การประกันสินค้ามีประโยชน์มาก,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_78.wav,การคืนสินค้าถูกปฏิเสธโดยไม่มีเหตุผล,การคืนสินค้าถูกปฏิเสธโดยไม่มีเหตุผล,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_79.wav,ซัพพอร์ตให้ข้อมูลได้ละเอียดและครบถ้วน,ซัพพอร์ตให้ข้อมูลได้ละเอียดและครบถ้วน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_80.wav,การคืนสินค้าที่ได้รับความช่วยเหลือจากพนักงาน,การคืนสินค้าที่ได้รับความช่วยเหลือจากพนักงาน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_81.wav,การให้ข้อมูลประกันไม่ครอบคลุมเพียงพอ,การให้ข้อมูลประกันไม่ครอบคลุมเพียงพอ,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_82.wav,การขอข้อมูลเพิ่มเติมได้คําตอบที่ชัดเจน,การขอข้อมูลเพิ่มเติมได้คำตอบที่ชัดเจน,Incorrect,1,['การขอข้อมูลเพิ่มเติมได้คําตอบที่ชัดเจน'],0.040000000000000036
amazon,transcribe,botnoi_tts_83.wav,การขอข้อมูลเพิ่มเติมจากซัพพอร์ช้ามาก,การขอข้อมูลเพิ่มเติมจากซัพพอร์ตช้ามาก,Incorrect,1,['การขอข้อมูลเพิ่มเติมจากซัพพอร์ช้ามาก'],0.013698630136986356
amazon,transcribe,botnoi_tts_84.wav,การคืนสินค้ามีขั้นตอนที่ยุ่งยาก,การคืนสินค้ามีขั้นตอนที่ยุ่งยาก,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_85.wav,ซัพพอร์ตให้บริการคืนสินค้าด้วยความเป็นกันเองอีก,ซัพพอร์ตให้บริการคืนสินค้าด้วยความเป็นกันเอง,Incorrect,1,['ซัพพอร์ตให้บริการคืนสินค้าด้วยความเป็นกันเองอีก'],0.03296703296703296
amazon,transcribe,botnoi_tts_86.wav,ข้อมูลการคืนสินค้าที่ได้รับไม่ถูกต้อง,ข้อมูลการคืนสินค้าที่ได้รับไม่ถูกต้อง,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_87.wav,รายละเอียดประกันทําให้เข้าใจยาก,รายละเอียดประกันทำให้เข้าใจยาก,Incorrect,1,['รายละเอียดประกันทําให้เข้าใจยาก'],0.049180327868852514
amazon,transcribe,botnoi_tts_88.wav,การประกันที่ได้รับครอบคลุมดีมาก,การประกันที่ได้รับครอบคลุมดีมาก,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_89.wav,การขอคืนเงินผ่านบัตรเครดิตทําได้รวดเร็ว,การขอคืนเงินผ่านบัตรเครดิตทำได้รวดเร็ว,Incorrect,1,['การขอคืนเงินผ่านบัตรเครดิตทําได้รวดเร็ว'],0.038961038961038974
amazon,transcribe,botnoi_tts_90.wav,ซัพพอร์ตอบช้าช้าเกินไป,ซัพพอร์ตตอบแชทช้าเกินไป,Incorrect,1,['ซัพพอร์ตอบช้าช้าเกินไป'],0.11111111111111116
amazon,transcribe,botnoi_tts_91.wav,ข้อมูลการรับประกันสินค้าในเว็บไซต์สับสน,ข้อมูลการรับประกันสินค้าในเว็บไซต์สับสน,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_92.wav,พนักงานให้คําปรึกษาอย่างมีประสิทธิภาพ,พนักงานให้คำปรึกษาอย่างมีประสิทธิภาพ,Incorrect,1,['พนักงานให้คําปรึกษาอย่างมีประสิทธิภาพ'],0.04109589041095896
amazon,transcribe,botnoi_tts_93.wav,การ จ ัด ส ่ง ส ิน ค้า เกิด ความ ล ่า ช ้า,การจัดส่งสินค้าเกิดความล่าช้า,Incorrect,14,"['การ', 'จ', 'ัด', 'ส', '่ง', 'ส', 'ิน', 'ค้า', 'เกิด', 'ความ', 'ล', '่า', 'ช', '้า']",0.18309859154929575
amazon,transcribe,botnoi_tts_94.wav,ประกันสินค้าครอบคลุมความเสียหายที่คาดไม่ถึง,ประกันสินค้าครอบคลุมความเสียหายที่คาดไม่ถึง,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_95.wav,ขั้นตอนการเปลี่ยนสินค้ายุ่งยากเกินไป,ขั้นตอนการเปลี่ยนสินค้ายุ่งยากเกินไป,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_96.wav,ได้รับคําแนะนําที่เป็นประโยชน์ในการเลือกประกัน,ได้รับคำแนะนำที่เป็นประโยชน์ในการเลือกประกัน,Incorrect,1,['ได้รับคําแนะนําที่เป็นประโยชน์ในการเลือกประกัน'],0.06666666666666665
amazon,transcribe,botnoi_tts_97.wav,ติดต่อซัพพอร์ตทางโทรศัพท์ไม่สะดวก,ติดต่อซัพพอร์ตทางโทรศัพท์ไม่สะดวก,Correct,0,[],0.0
amazon,transcribe,botnoi_tts_98.wav,การคืนเงินผ่านแอปพลิเคชั่นทําได้ง่ายมาก,การคืนเงินผ่านแอปพลิเคชันทำได้ง่ายมาก,Incorrect,1,['การคืนเงินผ่านแอปพลิเคชั่นทําได้ง่ายมาก'],0.052631578947368474
amazon,transcribe,botnoi_tts_99.wav,ประกันมีข้อจํากัดที่ไม่แจ้งล่วงหน้า,ประกันมีข้อจำกัดที่ไม่แจ้งล่วงหน้า,Incorrect,1,['ประกันมีข้อจํากัดที่ไม่แจ้งล่วงหน้า'],0.04347826086956519
amazon,transcribe,botnoi_tts_100.wav,ขั้นตอนการของเงินคืนผ่านออนไลน์ซับซ้อนเกินไป,ขั้นตอนการขอเงินคืนผ่านออนไลน์ซับซ้อนเกินไป,Incorrect,1,['ขั้นตอนการของเงินคืนผ่านออนไลน์ซับซ้อนเกินไป'],0.011494252873563204
