text_number,word_count,file_size,time_taken,provider,model,text
26,10,0.17533493041992188,1.1930100917816162,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
27,6,0.08842086791992188,1.0902178287506104,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
28,10,0.13578414916992188,1.194425106048584,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
29,12,0.13724899291992188,1.1665945053100586,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
30,9,0.15482711791992188,1.0972886085510254,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
31,6,0.08842086791992188,0.9929749965667725,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
32,10,0.15043258666992188,1.0625030994415283,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
33,15,0.20219039916992188,1.0971415042877197,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
34,12,0.11576461791992188,1.0139448642730713,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
35,10,0.13285446166992188,1.117922306060791,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
36,10,0.17533493041992188,1.1180689334869385,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
37,6,0.08842086791992188,0.9866666793823242,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
38,10,0.13578414916992188,1.0827569961547852,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
39,12,0.13724899291992188,1.084528923034668,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
40,9,0.15482711791992188,2.2246198654174805,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
41,6,0.08842086791992188,1.0658621788024902,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
42,10,0.15043258666992188,1.0496938228607178,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
43,15,0.20219039916992188,1.5198557376861572,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
44,12,0.11576461791992188,1.0565431118011475,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
45,10,0.13285446166992188,1.1028845310211182,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
46,10,0.17533493041992188,1.1735913753509521,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
47,6,0.08842086791992188,1.0208125114440918,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
48,10,0.13578414916992188,1.1596040725708008,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
49,12,0.13724899291992188,1.0625863075256348,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
50,9,0.15482711791992188,1.1964106559753418,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
51,6,0.08842086791992188,1.0067689418792725,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
52,10,0.15043258666992188,1.0902698040008545,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
53,15,0.20219039916992188,1.0901873111724854,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
54,12,0.11576461791992188,1.180551528930664,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
55,10,0.13285446166992188,2.455312967300415,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
56,10,0.17533493041992188,1.1487832069396973,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
57,6,0.08842086791992188,1.0277495384216309,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
58,10,0.13578414916992188,1.3696434497833252,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
59,12,0.13724899291992188,1.1224281787872314,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
60,9,0.15482711791992188,1.159635066986084,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
61,6,0.08842086791992188,1.0416209697723389,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
62,10,0.15043258666992188,1.0902106761932373,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
63,15,0.20219039916992188,1.0568327903747559,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
64,12,0.11576461791992188,1.1179311275482178,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
65,10,0.13285446166992188,1.125091791152954,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
66,10,0.17533493041992188,1.1815624237060547,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
67,6,0.08842086791992188,1.1029918193817139,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
68,10,0.13578414916992188,2.47741961479187,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
69,12,0.13724899291992188,1.054842472076416,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
70,9,0.15482711791992188,1.194955825805664,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
71,6,0.08842086791992188,1.0069425106048584,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
72,10,0.15043258666992188,1.0625672340393066,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
73,15,0.20219039916992188,1.1944594383239746,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
74,12,0.11576461791992188,1.166576862335205,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
75,10,0.13285446166992188,1.222299575805664,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
76,10,0.17533493041992188,1.2151505947113037,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
77,6,0.08842086791992188,1.2013304233551025,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
78,10,0.13578414916992188,1.3055243492126465,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
79,12,0.13724899291992188,1.1735901832580566,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
80,9,0.15482711791992188,1.215113878250122,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
81,6,0.08842086791992188,1.0278427600860596,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
82,10,0.15043258666992188,1.0424973964691162,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
83,15,0.20219039916992188,1.1383347511291504,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
84,12,0.11576461791992188,1.035076379776001,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
85,10,0.13285446166992188,1.0687246322631836,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
86,10,0.17533493041992188,1.1666619777679443,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
87,6,0.08842086791992188,1.084672212600708,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
88,10,0.13578414916992188,1.1043100357055664,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
89,12,0.13724899291992188,1.102616548538208,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
90,9,0.15482711791992188,1.1109745502471924,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
91,6,0.08842086791992188,1.4657323360443115,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
92,10,0.15043258666992188,1.1663217544555664,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
93,15,0.20219039916992188,1.1372647285461426,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
94,12,0.11576461791992188,0.9999744892120361,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
95,10,0.13285446166992188,1.0833210945129395,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
96,10,0.17533493041992188,1.2153000831604004,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
97,6,0.08842086791992188,0.9535887241363525,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
98,10,0.13578414916992188,1.1752731800079346,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
99,12,0.13724899291992188,1.0901846885681152,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
100,9,0.15482711791992188,1.0902652740478516,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
101,6,0.08842086791992188,1.027754545211792,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
102,10,0.15043258666992188,1.0833415985107422,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
103,15,0.20219039916992188,1.2222709655761719,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
104,12,0.11576461791992188,1.0969629287719727,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
105,10,0.13285446166992188,1.1112496852874756,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
106,10,0.17533493041992188,1.2429938316345215,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
107,6,0.08842086791992188,1.0763850212097168,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
108,10,0.13578414916992188,1.0694749355316162,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
109,12,0.13724899291992188,1.1041102409362793,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
110,9,0.15482711791992188,1.1942930221557617,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
111,6,0.08842086791992188,1.041712999343872,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
112,10,0.15043258666992188,1.145890235900879,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
113,15,0.20219039916992188,1.7607131004333496,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
114,12,0.11576461791992188,1.0376572608947754,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
115,10,0.13285446166992188,1.0833017826080322,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
116,10,0.17533493041992188,1.118028163909912,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
117,6,0.08842086791992188,1.0764052867889404,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
118,10,0.13578414916992188,1.1665351390838623,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
119,12,0.13724899291992188,1.138871669769287,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
120,9,0.15482711791992188,1.1250510215759277,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
121,6,0.08842086791992188,1.0012807846069336,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
122,10,0.15043258666992188,1.124910593032837,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
123,15,0.20219039916992188,1.3579533100128174,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
124,12,0.11576461791992188,1.086768388748169,botnoi,tts,อะไรคือสิ่งที่คุณอยากทำมากที่สุดในชีวิต?
125,10,0.13285446166992188,1.1761794090270996,botnoi,tts,คุณมีความคิดอย่างไรเกี่ยวกับการทำงานจากที่บ้าน?
126,10,0.17533493041992188,1.1293373107910156,botnoi,tts,คุณคิดว่าการเปลี่ยนแปลงสภาพภูมิอากาศเป็นปัญหาที่สำคัญอย่างไร?
127,6,0.08842086791992188,1.0903058052062988,botnoi,tts,คุณชอบอ่านหนังสือประเภทไหน?
128,10,0.13578414916992188,1.0978951454162598,botnoi,tts,มีประสบการณ์ไหนที่คุณรู้สึกภูมิใจในชีวิตบ้าง?
129,12,0.13724899291992188,1.1380925178527832,botnoi,tts,คุณคิดว่าอะไรคือปัญหาหลักของสังคมในปัจจุบัน?
130,9,0.15482711791992188,1.152757167816162,botnoi,tts,คุณเคยมีประสบการณ์ที่ทำให้คุณเปลี่ยนแปลงความคิดหรือไม่?
131,6,0.08842086791992188,0.9931633472442627,botnoi,tts,คุณชอบทานอาหารประเภทไหน?
132,10,0.15043258666992188,1.0706090927124023,botnoi,tts,คุณคิดว่าในอนาคตเทคโนโลยีจะพัฒนาไปอย่างไร?
133,15,0.20219039916992188,1.18607497215271,botnoi,tts,คุณเห็นว่าการศึกษาควรมีการเปลี่ยนแปลงอย่างไรเพื่อให้ทันกับโลกในปัจจุบัน?
