Provider,Model,Filename,Transcript Text,Expected Text,Result,Number of Mismatched Words,Mismatched Words,Levenshtein Distance
Openai,Whisper,botnoi_tts_79.wav,Support ให้ข้อมูลได้ละเอียดและครบท่วน,ซัพพอร์ตให้ข้อมูลได้ละเอียดและครบถ้วน,Incorrect,2,"['Support', 'ให้ข้อมูลได้ละเอียดและครบท่วน']",0.2702702702702703
Openai,Whisper,botnoi_tts_80.wav,การคืนสินค้าที่ได้รับความช่วยเหลือจากพนักงาน,การคืนสินค้าที่ได้รับความช่วยเหลือจากพนักงาน,Correct,0,[],0.0
Openai,Whisper,botnoi_tts_81.wav,การให้ข้อมูลประกันไม่ขอบคุมเพียงพอ,การให้ข้อมูลประกันไม่ครอบคลุมเพียงพอ,Correct,0,[],0.05714285714285716
Openai,Whisper,botnoi_tts_82.wav,การขอข้อมูลเพิ่มเติมได้คำตอบที่ชัดเจน,การขอข้อมูลเพิ่มเติมได้คำตอบที่ชัดเจน,Correct,0,[],0.0
Openai,Whisper,botnoi_tts_83.wav,การขอข้อมูลเพิ่มเติมจาก Support ช้ามาก,การขอข้อมูลเพิ่มเติมจากซัพพอร์ตช้ามาก,Incorrect,3,"['การขอข้อมูลเพิ่มเติมจาก', 'Support', 'ช้ามาก']",0.22666666666666668
Openai,Whisper,botnoi_tts_84.wav,การคืนสินค้ามีขั้นตอนที่ยุ่งยาก,การคืนสินค้ามีขั้นตอนที่ยุ่งยาก,Correct,0,[],0.0
Openai,Whisper,botnoi_tts_85.wav,Support ให้บริการคืนสินค้าด้วยความเป็นกันเอง,ซัพพอร์ตให้บริการคืนสินค้าด้วยความเป็นกันเอง,Incorrect,2,"['Support', 'ให้บริการคืนสินค้าด้วยความเป็นกันเอง']",0.18181818181818177
Openai,Whisper,botnoi_tts_86.wav,ข้อมูลการคืนสินค้าที่ได้รับไม่ถูกต้อง,ข้อมูลการคืนสินค้าที่ได้รับไม่ถูกต้อง,Correct,0,[],0.0
Openai,Whisper,botnoi_tts_87.wav,รายละเอียดประการทำให้เข้าใจยาก,รายละเอียดประกันทำให้เข้าใจยาก,Correct,0,[],0.06666666666666665
Openai,Whisper,botnoi_tts_88.wav,การประกันที่ได้รับคอบคุมดีมาก,การประกันที่ได้รับครอบคลุมดีมาก,Correct,0,[],0.033333333333333326
Openai,Whisper,botnoi_tts_89.wav,การขอขึ้นเงินผ่านบัตรเครดิตทำได้รวดเร็ว,การขอคืนเงินผ่านบัตรเครดิตทำได้รวดเร็ว,Correct,0,[],0.06493506493506496
Openai,Whisper,botnoi_tts_90.wav,ซับพอตอบช่า ๆ เกินไป,ซัพพอร์ตตอบแชทช้าเกินไป,Incorrect,3,"['ซับพอตอบช่า', 'ๆ', 'เกินไป']",0.3023255813953488
Openai,Whisper,botnoi_tts_91.wav,ข้อมูลการรับประการสิมค้าในเว็บไซน์สับสน,ข้อมูลการรับประกันสินค้าในเว็บไซต์สับสน,Correct,0,[],0.10256410256410253
Openai,Whisper,botnoi_tts_92.wav,พนักงานให้คำปรึกษายังมีประสิทธิภาพ,พนักงานให้คำปรึกษาอย่างมีประสิทธิภาพ,Correct,0,[],0.05714285714285716
Openai,Whisper,botnoi_tts_93.wav,การจัดส่งสินค้าเกิดความล่าช้า,การจัดส่งสินค้าเกิดความล่าช้า,Correct,0,[],0.0
Openai,Whisper,botnoi_tts_94.wav,ประการสินค้าครอบครุ่งความเสียหายที่คาดไม่ถึง,ประกันสินค้าครอบคลุมความเสียหายที่คาดไม่ถึง,Correct,0,[],0.10344827586206895
Openai,Whisper,botnoi_tts_95.wav,ขั้นตอนการเปลี่ยนสินค้ายยุ่งยากเกินไป,ขั้นตอนการเปลี่ยนสินค้ายุ่งยากเกินไป,Correct,0,[],0.013698630136986356
Openai,Whisper,botnoi_tts_96.wav,ได้รับคำแนะนำที่เป็นประโยชน์ในการเลือกประกัน,ได้รับคำแนะนำที่เป็นประโยชน์ในการเลือกประกัน,Correct,0,[],0.0
Openai,Whisper,botnoi_tts_97.wav,ติดต่อสัปพอดทางโทรศัพท์ไม่สะดวก,ติดต่อซัพพอร์ตทางโทรศัพท์ไม่สะดวก,Correct,0,[],0.125
Openai,Whisper,botnoi_tts_98.wav,การขึ้นเนินผ่าน Application ทำได้ง่ายมาก,การคืนเงินผ่านแอปพลิเคชันทำได้ง่ายมาก,Incorrect,3,"['การขึ้นเนินผ่าน', 'Application', 'ทำได้ง่ายมาก']",0.4025974025974026
Openai,Whisper,botnoi_tts_99.wav,กระบวนการคืนสินค้าเป็นไปอย่างราบรื่น,กระบวนการคืนสินค้าเป็นไปอย่างราบรื่น,Correct,0,[],0.0
Openai,Whisper,botnoi_tts_100.wav,การคืนสินค้าใช้เวลานานกว่าที่คาดหวัง,การคืนสินค้าใช้เวลานานกว่าที่คาดหวัง,Correct,0,[],0.0
